startphrase,ending1,ending2,ending3,ending4,label,min_surprisal_gpt2,min_surprisal_t5,min_surprisal_bert
A woman with glasses on is knitting. A girl in a black shirt,A woman with glasses on is knitting. A girl in a black shirt is talking to her.,A woman with glasses on is knitting. A girl in a black shirt is ironing the dark shirt.,A woman with glasses on is knitting. A girl in a black shirt is in a gym.,A woman with glasses on is knitting. A girl in a black shirt begins talking to the camera.,1,1,3,1
He grabs it from her pocket. Throws open the door and,He grabs it from her pocket. Throws open the door and runs across the street.,He grabs it from her pocket. Throws open the door and immediately to the door.,He grabs it from her pocket. Throws open the door and runs back to her.,He grabs it from her pocket. Throws open the door and hurries inside with a smile.,1,1,2,1
He grabs it from her pocket. Throws open the door and,He grabs it from her pocket. Throws open the door and runs back to her.,He grabs it from her pocket. Throws open the door and run out of the room.,He grabs it from her pocket. Throws open the door and immediately to the door.,He grabs it from her pocket. Throws open the door and hurries inside with a smile.,2,1,3,1
"People are in the car, parked across the street. They","People are in the car, parked across the street. They don't see the man.","People are in the car, parked across the street. They fight over the phone.","People are in the car, parked across the street. They are on their knees.","People are in the car, parked across the street. They look toward a paper seller.",4,3,1,3
"People are in the car, parked across the street. They","People are in the car, parked across the street. They are on their knees.","People are in the car, parked across the street. They fight over the phone.","People are in the car, parked across the street. They are staring at someone.","People are in the car, parked across the street. They don't see the man.",3,1,4,1
A man with saxophone is playing at the center of the park while a woman is sitting by the fountain. The man,A man with saxophone is playing at the center of the park while a woman is sitting by the fountain. The man is playing the saxophone.,A man with saxophone is playing at the center of the park while a woman is sitting by the fountain. The man is playing an accordian.,A man with saxophone is playing at the center of the park while a woman is sitting by the fountain. The man holds messes on his hands.,A man with saxophone is playing at the center of the park while a woman is sitting by the fountain. The man begins playing his accordion.,1,1,2,1
A man is sitting next to him playing two large drums with his hands. A man in a blue shirt,A man is sitting next to him playing two large drums with his hands. A man in a blue shirt plays in front of a target.,A man is sitting next to him playing two large drums with his hands. A man in a blue shirt sits down on the lawn.,A man is sitting next to him playing two large drums with his hands. A man in a blue shirt is standing behind scenes.,A man is sitting next to him playing two large drums with his hands. A man in a blue shirt walks in front of them.,4,4,3,2
"Someone takes the scroll, then turns and walks off. The building stops but the tank","Someone takes the scroll, then turns and walks off. The building stops but the tank gets out of the car.","Someone takes the scroll, then turns and walks off. The building stops but the tank falls into the water.","Someone takes the scroll, then turns and walks off. The building stops but the tank hacks him, almost limp.","Someone takes the scroll, then turns and walks off. The building stops but the tank can not clean through.",2,2,4,1
2 a guy talks about playing the saxophone. 3 The guy,2 a guy talks about playing the saxophone. 3 The guy throws off the clip.,2 a guy talks about playing the saxophone. 3 The guy plays the saxophone again.,2 a guy talks about playing the saxophone. 3 The guy starts to play guitar.,2 a guy talks about playing the saxophone. 3 The guy leaves off the paper.,2,2,1,3
"The reverse shows someone approaching from her own squad car. The first car's driver door opens and a figure in a parka emerges,","The reverse shows someone approaching from her own squad car. The first car's driver door opens and a figure in a parka emerges, pulls on the trail.","The reverse shows someone approaching from her own squad car. The first car's driver door opens and a figure in a parka emerges, shakes down his hand.","The reverse shows someone approaching from her own squad car. The first car's driver door opens and a figure in a parka emerges, glaring at the wig.","The reverse shows someone approaching from her own squad car. The first car's driver door opens and a figure in a parka emerges, holding two styrofoam cups.",4,4,4,3
A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt,A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt gets a stationary bike.,A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt is using a crunch machine.,A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt does the same thing.,A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt is standing next to red mats.,3,3,1,3
A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt,A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt stands on the field.,A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt is standing next to red mats.,A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt gets a stationary bike.,A man in blue lifts dumbbells in a gym. A man wearing a yellow shirt is using a crunch machine.,1,1,3,1
"Standing on their hind legs, the bears swap a look. He","Standing on their hind legs, the bears swap a look. He goes back and forth.","Standing on their hind legs, the bears swap a look. He leads her into the kitchen.","Standing on their hind legs, the bears swap a look. He flips the book back.","Standing on their hind legs, the bears swap a look. He makes his way around a chair.",4,1,1,1
"Standing on their hind legs, the bears swap a look. He","Standing on their hind legs, the bears swap a look. He walks the boy through a door.","Standing on their hind legs, the bears swap a look. He flips the book back.","Standing on their hind legs, the bears swap a look. He leads her into the kitchen.","Standing on their hind legs, the bears swap a look. He goes back and forth.",1,4,4,4
