,type,startphrase,ending1,ending2,ending3,ending4,label,bert_average_surprisal_prediction,bert_max_word_surprisal_prediction,bert_max_words_each_ending,gpt2_average_surprisal_prediction,gpt2_max_word_surprisal_prediction,gpt2_max_words_each_ending,t5_average_surprisal_prediction,t5_max_word_surprisal_prediction,t5_max_words_each_ending
2602,o,A dog walks into a house. It,prepares dog food for dogs.,showers the baby with dog food.,tells the babies to not bark loudly.,dirties the floor..,4,1,1,"['dogs', 'food', 'loudly', 'dirties']",1,1,"[' prepares', ' showers', ' babies', ' dirt']",1,1,"['prepares', 'showers', 'loudly', 'dirties']"
2603,i,Tom Brady is as cool as a cucumber in the playoffs. He will likely,freak out this year,put on a jacket,go eat soon,operate similarly this year,4,2,4,"['year', 'jacket', 'soon', 'year']",1,2,"[' freak', ' jacket', ' eat', ' operate']",1,1,"['freak', 'a', 'eat', 'operate']"
2604,i,Tom was crying crocodile tears when his parents yelled at him. Tom,was shedding genuine tears.,was extremely upset.,was crying because he hates getting yelled at.,was faking his tears.,4,3,2,"['shedding', 'upset', 'at', 'faking']",2,2,"[' genuine', ' extremely', ' hates', ' f']",2,2,"['shedding', 'extremely', 'yelled', 'faking']"
2605,r,"Unlike Sam, Amit likes to go out dancing. Sam",is green,does not like to go out dancing.,is blue,Likes to go out dancing,2,2,3,"['green', 'dancing', 'blue', 'dancing']",2,2,"[' green', ' does', ' blue', ' Likes']",2,2,"['green', 'not', 'blue', 'Likes']"
2606,o,The dead tree was going to fall on the house. The homeowner should,give the tree love.,move to a different house.,call the cops.,cut the tree down.,4,3,3,"['love', 'house', 'cops', 'down']",4,3,"[' love', ' move', ' call', ' cut']",4,4,"['love', 'a', 'cops', 'cut']"
2607,i,Tom always enjoyed being the teacher's pet. Tom,was a good dog.,wanted to be liked by his teachers.,was his teacher's first dog.,enjoyed a well-kept pet's life.,2,2,1,"['dog', 'teachers', 'dog', 'wellkept']",1,1,"[' dog', ' Tom', ' first', ' Tom']",2,2,"['a', 'liked', 'first', 'wellkept']"
2608,r,"Unlike Amit, Albert likes to study, Albert",studies less than Amit.,likes to live life to its fullest.,likes to party.,studies more than Amit.,4,2,3,"['amit', 'fullest', 'party', 'amit']",2,2,"[' less', ' Albert', ' party', ' Albert']",2,2,"['Amit', 'likes', 'party', 'Amit']"
2609,o,"I heard fire alarms, then I",run out of the building,turn off fire alarm,set a fire,go to sleep,1,1,1,"['building', 'alarm', 'fire', 'sleep']",1,4,"[' run', ' turn', ' set', ' go']",1,4,"['run', 'turn', 'a', 'go']"
2610,o,A cat walks near an iPad. It,eats the iPad entirely.,sends an email.,plays games on the iPad.,bites the device.,4,3,2,"['entirely', 'email', 'ipad', 'device']",3,3,"[' entirely', ' sends', ' plays', ' bites']",3,3,"['eats', 'sends', 'games', 'bites']"
2611,i,Sam was a night owl. Sam,is known to be a wise owl.,stayed up late everyday.,was the apex predator of the forest at night.,was keen on catching his prey.,2,3,3,"['owl', 'everyday', 'night', 'prey']",3,1,"[' wise', ' everyday', ' apex', ' keen']",4,2,"['owl', 'stayed', 'apex', 'prey']"
2612,i,Your best friends and you usually see,eye to eye,the worst in people,the best in people,god together,1,1,1,"['eye', 'people', 'people', 'together']",1,3,"[' eye', ' worst', ' best', ' god']",1,1,"['eye', 'people', 'people', 'god']"
2613,o,"Ketchup dates back as far as 1600 AD, when sailors traveling to China discovered a sauce called ketsiap. It",was easy to make ketchup boats during that time.,quickly changed ingredients to include sofa and toilet.,began the transformation to today's sweet potato in the late 1700s.,was a sauce that was made out of soy or oysters and didn't contain tomatoes.,4,2,2,"['ketchup', 'toilet', '1700s', 'didnt']",4,3,"[' boats', ' sofa', ' began', ' oy']",2,2,"['ketchup', 'sofa', '1700s', 'soy']"
2614,o,"Ketchup dates back as far as 1600 AD, when sailors traveling to China discovered a sauce called ketsiap. It",quickly changed ingredients to include mashed cotton and sweet pepper.,was made out of soy or oysters and didn't contain tomatoes.,began the transformation to today's sweet potato in the late 1700s.,was easy to make ketchup boats during that time.,2,2,1,"['pepper', 'didnt', '1700s', 'ketchup']",2,3,"[' cotton', ' oy', ' began', ' boats']",1,1,"['mashed', 'soy', '1700s', 'ketchup']"
2615,o,The dog enters a laboratory. It,infuses a chemical mixture.,creates a laboratory experiment.,is immediately chased out by the security guard.,pours some chemicals.,3,3,3,"['infuses', 'experiment', 'guard', 'chemicals']",3,3,"[' inf', ' creates', ' chased', ' p']",3,4,"['infuses', 'creates', 'chased', 'pours']"
2616,o,"Ketchup dates back as far as 1600 AD, when sailors traveling to China discovered a sauce called ketsiap. It",quickly changed ingredients to include mashed cotton and sweet pepper.,began the transformation to today's sweet potato in the late 1700s.,was made out of soy or oysters..,was easy to make ketchup boats during that time.,3,2,1,"['pepper', '1700s', 'oysters', 'ketchup']",2,2,"[' cotton', ' began', '..', ' boats']",1,1,"['mashed', '1700s', 'soy', 'ketchup']"
2617,i,Tom was making a mountain out of a molehill regarding a small argument. Tom,was arguing about a large hill on his lawn.,was staying calm about an argument.,was turning an unimportant argument into a big deal.,hated moles in the hill he lives next to.,3,1,2,"['lawn', 'argument', 'unimportant', 'moles']",3,1,"[' hill', ' staying', ' turning', ' hill']",2,2,"['arguing', 'staying', 'unimportant', 'moles']"
2618,q,2 times 3 is,3,6,2,8,2,3,3,"['3', '6', '2', '8']",1,1,"[' 3', ' 6', ' 2', ' 8']",1,1,"['3', '6', '2', '8']"
2619,i,Rich kids with legacy are very common at premier institutions. You could say they are,the average person,great people,a dime a dozen,smart people,3,3,3,"['person', 'people', 'dozen', 'people']",3,3,"[' average', ' great', ' dime', ' smart']",1,2,"['average', 'great', 'dime', 'smart']"
2620,o,"Ketchup dates back as far as 1600 AD, when sailors traveling to China discovered a sauce called ketsiap. It",quickly changed ingredients to include mashed cotton and sweet pepper.,was easy to make tomato boats during that time.,was made out of soy or oysters.,began the transformation to today's sweet potato in the late 1700s.,3,4,2,"['pepper', 'time', 'oysters', '1700s']",4,4,"[' cotton', ' boats', ' oy', ' began']",2,2,"['mashed', 'boats', 'soy', '1700s']"
2621,o,"I want to earn Extra Credits for my class, so I",drop the class,don't do any extra work,increase my Credit score,writing one more assignment,4,3,1,"['class', 'dont', 'score', 'assignment']",2,2,"[' drop', ' do', ' increase', ' writing']",2,2,"['drop', 'dont', 'increase', 'writing']"
2622,o,The woman needed a haircut. She should,call out of work.,consult her doctor about an appointment.,go to the stylist.,burn her hair off.,3,2,1,"['work', 'appointment', 'stylist', 'off']",3,1,"[' of', ' consult', ' styl', ' burn']",2,2,"['call', 'about', 'stylist', 'burn']"
2623,o,A cat enters a football field. It,is chased out.,records the yardage.,throws a football across the field.,scores a touchdown.,1,3,3,"['out', 'yardage', 'field', 'touchdown']",3,3,"[' chased', ' records', ' throws', ' scores']",4,4,"['chased', 'yardage', 'throws', 'a']"
2624,i,He's had a lot on his plate this quarter. You should,cut him some slack,give him more work,point out his failures,be harsh on him,1,4,4,"['slack', 'work', 'failures', 'harsh']",1,2,"[' cut', ' give', ' failures', ' harsh']",2,2,"['slack', 'work', 'failures', 'harsh']"
2625,o,Lucy was chasing ducks in the park. She,tripped on a flower,hid after hearing guns going off in the distance,found barking very annoying,missed her appointment with the dentist,2,4,2,"['flower', 'distance', 'annoying', 'dentist']",1,1,"[' tri', ' guns', ' barking', ' appointment']",4,4,"['tripped', 'hid', 'barking', 'dentist']"
2626,o,She messed up but he thankfully,responded negatively to her,decided to be mad at her,didn't forgive her,let her off the hook,4,2,2,"['her', 'her', 'didnt', 'hook']",4,4,"[' thankfully', ' thankfully', ' forgive', ' let']",4,2,"['negatively', 'decided', 'didnt', 'let']"
2627,o,"I like to play video games, but my mom ask me to study, and I have to",play video games.,go to sleep.,shout at her.,listen to her.,4,3,3,"['games', 'sleep', 'her', 'her']",1,1,"[' play', ' sleep', ' shout', ' listen']",1,1,"['video', 'sleep', 'shout', 'her']"
2628,o,There is a Coke on the table. The boy,is talking to it.,pours some milk in it.,puts some ice in it.,adds cereal in it.,3,1,1,"['it', 'it', 'it', 'it']",1,1,"[' it', ' p', ' puts', ' cereal']",1,1,"['it', 'pours', 'ice', 'adds']"
2629,o,The girl jogs through the park. She,stops to take a drink at a water fountain.,begins brewing a cup of coffee.,turns on her left blinker and runs into the left turn lane.,throws a frisbee with her friend in the park.,1,1,2,"['fountain', 'coffee', 'blinker', 'frisbee']",1,1,"[' water', ' brewing', ' blink', ' fr']",1,1,"['a', 'brewing', 'blinker', 'frisbee']"
2630,i,I can't come to work today because,I love to work,I'm so happy,I'm feeling under the weather,I like my boss,3,4,2,"['work', 'happy', 'im', 'boss']",3,2,"[' love', ' happy', ' under', ' like']",1,1,"['love', 'Im', 'Im', 'boss']"
2631,i,Tom said the bonus scenes are just the icing on the cake for a great movie. Tom,loves icing on cake while watching movies.,would enjoy the movie without the bonus scenes.,likes his desert to have icing when watching his favorite movie.,hates movies without cake.,2,2,4,"['movies', 'scenes', 'icing', 'cake']",2,2,"[' icing', ' enjoy', ' icing', ' cake']",2,2,"['icing', 'enjoy', 'icing', 'hates']"
2632,i,"I've finished my time in office. Now, the ball",is tonight,is fun,is in your court,is coming to town,3,3,3,"['tonight', 'fun', 'court', 'town']",3,3,"[' tonight', ' fun', ' your', ' town']",4,4,"['tonight', 'fun', 'court', 'town']"
2633,o,A bird flies into a window. The bird,falls asleep,breaks through the window,is eaten by a cat,dies,4,3,2,"['asleep', 'window', 'cat', 'dies']",2,1,"[' falls', ' breaks', ' eaten', ' dies']",1,1,"['asleep', 'breaks', 'a', 'dies']"
2634,i,Tom spilled the beans when talking to Alex. Tom,made a huge mess with beans while talking to Alex.,picked up all the beans with Alex's help.,hurt Alex by letting him slip on beans.,let Alex know about a secret.,4,1,1,"['beans', 'help', 'beans', 'secret']",2,4,"[' beans', ' picked', ' beans', ' let']",2,3,"['a', 'Alexs', 'beans', 'a']"
2635,o,A banker sat in the courtroom. She,ate an expensive banana.,counted her money and opened a savings account.,was indicted for defrauding customers.,spun around three times and cast a spell.,3,4,4,"['banana', 'account', 'defrauding', 'spell']",3,3,"[' ate', ' counted', ' indicted', ' spun']",4,4,"['ate', 'counted', 'defrauding', 'a']"
2636,i,Don't beat around the bush.,Hurt me,Be clear with me.,Lets go tree climbing,Don't eat the pizza.,2,2,2,"['me', 'me', 'climbing', 'dont']",2,2,"[' Hurt', ' clear', ' tree', ' pizza']",2,2,"['Hurt', 'clear', 'Lets', 'eat']"
2637,i,Cutting corners isn't going to work. Expect,a cut.,to get those two points,a bad grade,a thank you note.,3,4,1,"['cut', 'points', 'grade', 'note']",2,2,"[' cut', ' those', ' grade', ' thank']",2,2,"['a', 'points', 'grade', 'thank']"
2638,i,He usually comes up with counter-arguments even if he doesn't believe in them. He likes to,believe that he is a cool person.,play devil's advocate,take everyday walks,believe in god.,2,4,4,"['person', 'advocate', 'walks', 'god']",1,1,"[' cool', ' devil', ' everyday', ' god']",4,3,"['a', 'devils', 'everyday', 'god']"
2639,o,Boston Redsox are playing defense on the field right now. One of their players,slams the ball back.,hits a home run.,takes some photos.,is talking to the fans.,4,4,4,"['back', 'run', 'photos', 'fans']",2,4,"[' slams', ' hits', ' takes', ' talking']",4,4,"['slams', 'a', 'photos', 'fans']"
2640,i,Don't put all your eggs in one basket. You should,invest in bitcoin.,go shopping,eat more chicken.,diversify your equity.,4,3,3,"['bitcoin', 'shopping', 'chicken', 'diversify']",4,2,"[' bitcoin', ' shopping', ' eat', ' equity']",2,2,"['bitcoin', 'shopping', 'eat', 'diversify']"
2641,o,The lifeguard saw that someone was drowning. They should,rescue that person.,use his phone to record.,remove all the water from the pool to prevent anyone from drowning.,call his mother.,1,3,2,"['person', 'record', 'drowning', 'mother']",3,4,"[' should', ' use', ' remove', ' his']",3,4,"['rescue', 'record', 'drowning', 'call']"
2642,i,Sam gets a a kick out of teasing his brother. Sam,gets kicked by his brother.,gets kicked out of his brother's house when he behaves badly.,enjoys teasing his brother.,keeps kicking his brother while making fun of him.,3,1,1,"['brother', 'badly', 'brother', 'him']",1,1,"[' kicked', ' behaves', ' enjoys', ' Sam']",4,4,"['kicked', 'kicked', 'teasing', 'kicking']"
2643,i,"In the heat of the moment, he unfortunately",decided to go to Florida,made the wrong decision,went to sun,felt very good,2,1,1,"['florida', 'decision', 'sun', 'good']",2,2,"[' unfortunately', ' made', ' sun', ' felt']",2,2,"['Florida', 'wrong', 'sun', 'felt']"
2644,i,Tom passed the class with flying colors. Tom,got an A+ in the class.,got lots of colors out of the class.,grew wings and flew away with rainbow colored sparks behind him.,flew by with many colors in the class.,1,1,1,"['class', 'class', 'him', 'class']",1,1,"[' got', ' colors', ' rainbow', ' Tom']",2,2,"['A', 'out', 'flew', 'flew']"
2645,i,I made the long story short so i left out the,time,details,important parts,entire story,2,4,4,"['time', 'details', 'parts', 'story']",4,2,"[' time', ' details', ' important', ' entire']",4,4,"['time', 'details', 'important', 'entire']"
2646,o,My friend recently got his vasectomy done. He,started working out,was not confident about his choices earlier,was willing to take this responsibility for his family,caused a lot of pain to his loved ones,3,4,3,"['out', 'earlier', 'family', 'ones']",4,1,"[' started', ' earlier', ' willing', ' caused']",4,1,"['out', 'earlier', 'responsibility', 'a']"
2647,i,Sam and Tom don't see eye to eye. Sam,disagrees with Tom.,wants Tom to look into his eyes.,wants to be taller so he can look directly into Tom's eyes.,doesn't make eye contact with Tom.,1,2,2,"['disagrees', 'eyes', 'eyes', 'doesnt']",4,4,"[' disagrees', ' Sam', ' taller', ' make']",2,2,"['disagrees', 'into', 'taller', 'doesnt']"
2648,i,It is raining cats and dogs outside. The weather is,rainy,foggy,cloudy,sunny,1,4,4,"['rainy', 'foggy', 'cloudy', 'sunny']",2,3,"[' rainy', ' fog', ' cloudy', ' sunny']",4,4,"['rainy', 'foggy', 'cloudy', 'sunny']"
2649,i,That was so easy. some would say it was a,hard task.,fair game,piece of cake,tiresome burden,3,3,3,"['task', 'game', 'cake', 'tiresome']",3,1,"[' hard', ' fair', ' piece', ' tires']",3,3,"['hard', 'fair', 'piece', 'tiresome']"
2650,i,Don't assume all of my advice is true. You should take it with a grain of salt and,assume my advice is correct,research more about it,not learn more about it,jump to a conclusion,2,1,3,"['correct', 'it', 'it', 'conclusion']",1,1,"[' my', ' research', ' learn', ' jump']",1,3,"['correct', 'research', 'not', 'a']"
2651,i,Joseph beat around the bush when confronting his sister. Joseph,was doing yard work.,was avoiding saying what he meant.,spoke his mind.,was planting a tree.,2,2,2,"['work', 'meant', 'mind', 'tree']",4,3,"[' yard', ' avoiding', ' Joseph', ' planting']",1,3,"['yard', 'avoiding', 'spoke', 'a']"
2652,i,I hurt him the way he used to hurt me. I gave him,a gift.,a job.,a personal essay.,a taste of his own medicine.,4,4,2,"['gift', 'job', 'essay', 'medicine']",4,1,"[' gift', ' job', ' essay', ' taste']",4,3,"['a', 'a', 'a', 'a']"
2653,i,Don't cry over spilt milk. Just,move on with your life,spill more milk.,eat some frogs.,keep crying,1,1,1,"['life', 'milk', 'frogs', 'crying']",1,4,"[' move', ' spill', ' frogs', ' crying']",1,4,"['life', 'spill', 'frogs', 'crying']"
2654,o,An athlete flies through the air. He,is reading a newspaper.,flaps his wings to gain altitude.,jumps over the bar and sets a record for the high jump.,flies to a tree and lands there.,3,3,1,"['newspaper', 'altitude', 'jump', 'there']",2,2,"[' reading', ' fl', ' high', ' tree']",1,1,"['a', 'altitude', 'a', 'flies']"
