,Unnamed: 0,type,startphrase,ending1,ending2,ending3,ending4,label,gpt2-large_average_surprisal_prediction,gpt2-large_max_word_surprisal_prediction,gpt2-large_max_words_each_ending,bert-large-uncased_average_surprisal_prediction,bert-large-uncased_max_word_surprisal_prediction,bert-large-uncased_max_words_each_ending,t5-large_average_surprisal_prediction,t5-large_max_word_surprisal_prediction,t5-large_max_words_each_ending
2525,2525,o,Wilson is lonely and he want to find a girlfriend. Wilson,drinks Pepsi,play Monster Hunter every day,is single,has a girlfriend,3,4,4,"[' Wilson', ' Monster', ' single', ' has']",4,4,"['pepsi', 'day', 'single', 'girlfriend']",3,3,"['Pepsi', 'Monster', 'single', 'a']"
2526,2526,o,"I move out from California, because I",think the weather is nice there,couldn't afford the rent there,go to University in California,have to go back to California,2,4,4,"[' weather', ' couldn', ' University', ' have']",4,4,"['there', 'couldnt', 'california', 'california']",1,1,"['there', 'couldnt', 'University', 'have']"
2527,2527,o,A woman is walking down the street with her arms around her body while her hair is blowing in the wind. She,starts to fly with the wind.,starts to blow the wind.,unwraps her hands.,blows the wind blowing away.,3,1,2,"[' fly', ' blow', ' unw', ' blows']",1,1,"['wind', 'wind', 'unwraps', 'away']",2,2,"['fly', 'wind', 'unwraps', 'blows']"
2528,2528,o,"I like to take a walk after supper, but it's raining outside. So I decide to",wash my hands.,stay at home.,go out for a walk.,lock the door.,2,3,3,"[' wash', ' stay', ' out', ' lock']",3,4,"['hands', 'home', 'walk', 'door']",2,2,"['wash', 'home', 'a', 'lock']"
2529,2529,o,"many big brands such as LV, prada and",PUMA,BEIJING,CHINA,MICROSOFT,1,4,1,"[' PU', ' BE', ' CH', ' MIC']",3,3,"['puma', 'beijing', 'china', 'microsoft']",3,3,"['PUMA', 'BEIJING', 'CHINA', 'MICROSOFT']"
2530,2530,i,Sam was drawing a blank on the test. Sam,loved drawing blank lines on tests.,thought the test was too easy.,was failing to answer the test questions.,was too busy drawing to take the test.,3,2,2,"[' blank', ' thought', ' failing', ' too']",4,4,"['tests', 'easy', 'questions', 'test']",4,2,"['lines', 'easy', 'questions', 'drawing']"
2531,2531,n,Donald Trump is meeting French Prime Minister. Putin,reports to the UN.,wants China's help.,is very interested in this action.,doesn't care about this.,3,4,4,"[' reports', ' China', ' action', ' doesn']",1,1,"['reports', 'chinas', 'action', 'doesnt']",3,3,"['reports', 'Chinas', 'action', 'doesnt']"
2532,2532,n,i forgot to bring my computer so i can not see your,programming course,gift,email,operating system,3,4,3,"[' programming', ' gift', ' email', ' operating']",4,4,"['course', 'gift', 'email', 'operating']",4,4,"['programming', 'gift', 'email', 'operating']"
2533,2533,n,Most birds can fly. Penguins are birds and they,are not afraid of coldness.,eat fishes.,can fly.,can't fly.,4,3,3,"['ness', ' fishes', ' can', ""'t""]",1,3,"['coldness', 'fishes', 'fly', 'fly']",3,3,"['coldness', 'fishes', 'fly', 'cant']"
2534,2534,r,Bobby decides to help the pirate defeat the ninja. Bobby,fights the pirate and helps the ninja,provides support by wearing an eyepatch,turns into a box,wakes up and realizes he's not in 2005,2,1,1,"[' fights', ' provides', ' box', ' 2005']",1,1,"['ninja', 'eyepatch', 'box', 'hes']",3,3,"['ninja', 'eyepatch', 'a', 'hes']"
2535,2535,o,"Beijing is the capital of China, and Beijing",is the home of Sushi that serves on china,is better than Shanghai,don't have tea,is in California,2,2,4,"[' ch', ' better', ' don', ' California']",2,2,"['sushi', 'shanghai', 'dont', 'california']",2,2,"['Sushi', 'Shanghai', 'tea', 'California']"
2536,2536,o,The elephant wanders around his habitat at the zoo. He,buys two tickets to the zoo.,lies down to take a nap.,orders a burger and fries.,walks into the wrong bathroom.,2,2,2,"[' buys', ' lies', ' orders', ' wrong']",2,1,"['zoo', 'nap', 'fries', 'bathroom']",2,4,"['zoo', 'a', 'burger', 'wrong']"
2537,2537,o,"Sheldon went to a cinema, and in the cinema, he",took photos,listened many songs,watched Harry Potter,played baseball,3,3,1,"[' photos', ' many', ' Harry', ' baseball']",1,1,"['photos', 'songs', 'potter', 'baseball']",3,4,"['photos', 'listened', 'Potter', 'baseball']"
2538,2538,q,2 + 2 = ?,2,1,4,3,3,1,1,"[' 2', ' 1', ' 4', ' 3']",1,1,"['2', '1', '4', '3']",1,1,"['2', '1', '4', '3']"
2539,2539,i,"Tom asked Sam when to meet for a group project. Sam said ""we'll play it by ear."" Tom",played the ears to figure out when to meet.,figured out later when to meet Sam.,wrote down the exact time to meet Sam.,loved playing music on ears.,2,3,3,"[' ears', ' figured', ' wrote', ' ears']",3,4,"['meet', 'sam', 'sam', 'ears']",1,3,"['ears', 'figured', 'wrote', 'ears']"
2540,2540,i,Ted needed to blow off some steam. He,was getting a lot of compliments on his tie.,had eaten a very spicy pepper.,was served a hot green tea.,was very angry at his friends for leaving him out.,4,1,4,"[' tie', ' eaten', ' served', ' very']",4,2,"['compliments', 'pepper', 'tea', 'out']",4,4,"['compliments', 'a', 'a', 'out']"
2541,2541,o,The woman is grocery shopping. She,orders a burger and fries to go.,"throws a glance at the junk food aisle, but eventually passes it.",purchases a wedding dress.,gives the customer her correct change.,2,1,1,"[' orders', ' junk', ' wedding', ' correct']",1,1,"['go', 'it', 'dress', 'change']",4,3,"['a', 'throws', 'a', 'correct']"
2542,2542,p,Ted was having problems getting his mouse to work. He,had not fed it in a couple days.,kept injecting it with steroids.,ate it for dinner the previous night.,needed to replace the batteries.,4,4,4,"[' fed', ' injecting', ' ate', ' needed']",3,3,"['days', 'steroids', 'night', 'batteries']",4,4,"['a', 'injecting', 'ate', 'batteries']"
2543,2543,o,this problem was not so hard but it did,easy,take some time,smart,hard work,2,2,2,"[' easy', ' some', ' smart', ' hard']",2,2,"['easy', 'time', 'smart', 'work']",2,2,"['easy', 'take', 'smart', 'hard']"
2544,2544,i,"Sam was told to take out the garbage, but it slipped his mind. Sam",slipped and fell when taking out the garbage.,remembered to take out the garbage.,forgot to take out the garbage.,slipped on his brain about the garbage.,3,3,2,"[' taking', ' remembered', ' forgot', ' brain']",1,1,"['garbage', 'garbage', 'garbage', 'garbage']",3,3,"['slipped', 'remembered', 'forgot', 'slipped']"
2545,2545,o,The man wanted to order pizza for the work event. He should,call the cops.,find work somewhere else.,fight the pizza delivery guy.,call Papa Johns or Dominoes.,4,4,1,"[' call', ' find', ' fight', ' Papa']",1,1,"['cops', 'else', 'guy', 'dominoes']",2,2,"['cops', 'work', 'fight', 'Dominoes']"
2546,2546,o,The man is at a party. He,downs four beers in ten seconds.,merges onto the freeway.,dances around the parking lot of Chili's.,purchases four beers at the store.,1,4,4,"[' downs', ' mer', ' Chili', ' purchases']",4,4,"['seconds', 'merges', 'chilis', 'store']",4,1,"['downs', 'freeway', 'Chilis', 'beers']"
2547,2547,o,The counsellor argues that OJ had big hands which won't fit in the gloves. He,proceeded to dance in front of the jury,forgot to mention his birthday,didn't care about Nicole,asked them to examine it,4,1,4,"[' proceeded', ' forgot', ' Nicole', ' examine']",1,1,"['jury', 'birthday', 'didnt', 'it']",4,4,"['proceeded', 'birthday', 'didnt', 'examine']"
2548,2548,i,Sarah had a bee in her bonnet. Sarah,was extremely happy.,was frustrated a bee got caught in her hair.,swatted away the bee from her head.,was very upset.,4,3,4,"[' extremely', ' a', ' sw', ' very']",2,1,"['happy', 'hair', 'head', 'upset']",4,4,"['extremely', 'a', 'swatted', 'upset']"
2549,2549,o,the Burger King is near my home so i always,keep fit,drink coke,eat at home,eat outside,4,3,3,"[' fit', ' co', ' home', ' outside']",3,3,"['fit', 'coke', 'home', 'outside']",3,1,"['fit', 'coke', 'eat', 'eat']"
2550,2550,o,A crowd of runners are gathered near the starting line prior to starting a race. They,each wash their hands,signal left and move into the passing lane,prepare to sprint forwards,"turn away from the starting line and relax, as the race is about to end.",3,4,4,"[' wash', ' signal', ' forwards', ' relax']",4,1,"['hands', 'lane', 'forwards', 'end']",4,4,"['wash', 'lane', 'forwards', 'relax']"
2551,2551,o,The man was going 80mph on a 30mph road. He should,go an even faster speed.,go to the restaurant.,reduce his speed to the speed limit.,call his girlfriend after crossing the road.,3,3,1,"[' an', ' restaurant', ' reduce', ' call']",4,4,"['speed', 'restaurant', 'limit', 'road']",3,1,"['speed', 'restaurant', 'limit', 'after']"
2552,2552,o,Most household water is treated after use. The treated water,removes all the waste and germs from our bodies,is returned to surface water systems.,requirements have been estimated at around 50 liters per person per day.,can be used to throw on electrical appliances,2,3,2,"[' removes', ' surface', ' requirements', ' throw']",3,4,"['germs', 'systems', 'liters', 'appliances']",3,4,"['removes', 'systems', 'liters', 'throw']"
2553,2553,n,Amit does not like the great gatsby. Amit,prefers songs.,does not like great gatsby.,Likes trees.,likes the amazing great gatsby.,2,2,2,"[' songs', ' great', ' Likes', ' amazing']",3,1,"['songs', 'gatsby', 'trees', 'gatsby']",2,1,"['prefers', 'gatsby', 'Likes', 'gatsby']"
2554,2554,o,i fall in love with,one of my classmates,my sister,my mother,my father,1,1,1,"[' one', ' my', ' my', ' my']",1,4,"['classmates', 'sister', 'mother', 'father']",4,4,"['classmates', 'sister', 'mother', 'father']"
2555,2555,o,she takes it all but she never,sings,gives,drinks,cries,2,2,2,"[' sings', ' never', ' drinks', ' cries']",4,4,"['sings', 'gives', 'drinks', 'cries']",2,2,"['sings', 'gives', 'drinks', 'cries']"
2556,2556,o,"I went to the swimming pool with my children yesterday, but I got the flu at that time. And I have to",stretch my body.,just watch them play in the pool.,go to sleep.,go swimming.,2,3,4,"[' stretch', ' just', ' sleep', ' swimming']",2,3,"['body', 'pool', 'sleep', 'swimming']",2,4,"['stretch', 'just', 'sleep', 'swimming']"
2557,2557,q,3 plus 3 equals to ?,333,6,3,33,2,3,3,"[' 333', ' 6', ' 3', ' 33']",3,3,"['333', '6', '3', '33']",3,3,"['333', '6', '3', '33']"
2558,2558,o,"My phone is running out of battery, so I",start to play game on my phone,turn it off,turn off the battery saving mode,go for a jog,2,2,4,"[' start', ' turn', ' turn', ' go']",1,1,"['phone', 'off', 'mode', 'jog']",2,2,"['start', 'off', 'saving', 'jog']"
2559,2559,o,Juice was brutally hitting Nicole when she called emergency line. He,did the laundry,fed the kids,loved noodles,cleaned up the room immediately,4,4,1,"[' laundry', ' fed', ' noodles', ' cleaned']",4,2,"['laundry', 'kids', 'noodles', 'immediately']",4,4,"['laundry', 'fed', 'noodles', 'immediately']"
2560,2560,o,can i get grade a?,it depends on my performance.,travel!,sing a song!,get out!,1,1,1,"[' it', ' travel', ' sing', ' get']",1,1,"['performance', 'travel', 'song', 'out']",1,1,"['it', 'travel', 'sing', 'get']"
2561,2561,n,"I don't like to walk, but I have to get there, so I",go to sleep,go back home,take a long walk,order a Uber,4,3,3,"[' sleep', ' back', ' take', ' order']",3,3,"['sleep', 'home', 'walk', 'uber']",1,2,"['sleep', 'home', 'a', 'a']"
2562,2562,o,The man wanted to stop smoking cigarettes. He should,eat a lot of food.,smoke even more cigarettes each day.,stop going to work.,see a doctor about cigarette alternatives.,4,3,3,"[' eat', ' each', ' going', ' alternatives']",1,1,"['food', 'day', 'work', 'alternatives']",2,2,"['a', 'even', 'work', 'cigarette']"
2563,2563,o,A farmer is riding the train into town. She,needs to buy some clothes at the mall.,feeds her pigs and cows.,drives her tractor through the passenger car.,dissolves.,1,1,1,"[' needs', ' feeds', ' passenger', ' diss']",1,1,"['mall', 'cows', 'car', 'dissolves']",1,1,"['needs', 'pigs', 'passenger', 'dissolves']"
2564,2564,o,A dog runs across a field as a frisbee flies through the air. The dog,disappears,misses the catch after running too far,leaps through the frisbee and catches the air in its mouth,curls up near the fire,2,3,3,"[' disappears', ' catch', ' air', ' curls']",4,4,"['disappears', 'far', 'frisbee', 'fire']",2,4,"['disappears', 'misses', 'frisbee', 'curls']"
2565,2565,o,The man demonstrates using the high-powered blender. He,shows the crowd which books are his favorite.,cuts fruits and veggies to make a salad.,decides to make a fruit smoothie.,reads the script to his audience and bows at the end.,3,3,3,"[' books', ' fruits', ' decides', ' bows']",4,4,"['favorite', 'veggies', 'smoothie', 'end']",1,1,"['books', 'a', 'decides', 'bows']"
2566,2566,o,The dog runs around in a basketball court. It,calls a timeout.,leaps for a slam dunk.,calls a foul.,circles the area.,4,4,3,"[' timeout', ' slam', ' calls', ' circles']",3,4,"['timeout', 'dunk', 'foul', 'area']",4,4,"['timeout', 'slam', 'a', 'circles']"
2567,2567,o,A programmer is running late as he drives to work. He,reads a newspaper.,sits in traffic and swears at neighboring cars.,milks his cow.,writes a program to teleport his car to his destination on time.,2,4,1,"[' reads', ' neighboring', ' mil', ' teleport']",1,1,"['newspaper', 'swears', 'milks', 'teleport']",4,1,"['reads', 'neighboring', 'milks', 'teleport']"
2568,2568,n,Jack is not irresponsible. Jack is,does not understand responsibilities,does not care,not responsible,responsible,4,4,4,"[' does', ' does', ' responsible', ' responsible']",1,2,"['responsibilities', 'care', 'responsible', 'responsible']",3,3,"['responsibilities', 'does', 'not', 'responsible']"
2569,2569,o,The little girl wanted to make garlands from the flowers she had plucked from her garden. She,needed a needle and a thread,asked her dog how to do it,had her lunch,couldn't wait for Christmas break,1,2,1,"[' needle', ' dog', ' lunch', ' break']",1,2,"['thread', 'it', 'lunch', 'break']",2,2,"['a', 'dog', 'lunch', 'couldnt']"
2570,2570,o,The cat runs around the basketball court. It,returns to the owner.,leaps for a slam dunk.,leaps for a foul.,takes a three point shot.,1,4,3,"[' returns', ' slam', ' foul', ' three']",1,1,"['owner', 'dunk', 'foul', 'shot']",1,1,"['returns', 'slam', 'a', 'a']"
2571,2571,o,The cat lies on the basketball court. It,calls a foul.,yawns.,takes a three point shot.,leaps for a slam dunk.,2,2,2,"[' calls', ' yawn', ' three', ' slam']",3,1,"['foul', 'yawns', 'shot', 'dunk']",3,3,"['a', 'yawns', 'a', 'slam']"
2572,2572,o,"In an office building, a woman holds a cup of coffee and donut in one hand. With the other, she",glances around the office to see if anyone is watching.,waves down a cab.,heads into the bedroom.,picks off pieces of her snack and puts them into her mouth.,4,1,1,"[' glances', ' down', ' heads', ' snack']",1,3,"['watching', 'cab', 'bedroom', 'mouth']",4,3,"['glances', 'cab', 'bedroom', 'picks']"
2573,2573,o,The toddler walks around a baseball field. She,scoops up some soil.,throws a slider.,hits a home run.,swings a thirty pound bat.,1,3,3,"[' sc', ' slider', ' hits', ' thirty']",4,4,"['soil', 'slider', 'run', 'bat']",3,2,"['scoops', 'a', 'a', 'pound']"
2574,2574,,Tim thought that the test was as easy as ABC. He probably got a,seventy,hundred,thirty,one,2,2,2,"[' seventy', ' hundred', ' thirty', ' one']",2,2,"['seventy', 'hundred', 'thirty', 'one']",4,4,"['seventy', 'hundred', 'thirty', 'one']"
2575,2575,o,The man was at the airport and found out that his bag was over the allowed weight. He should,remove items from his bag.,changed the allowed weight to a higher number.,walk to his final destination.,cancel his trip.,1,3,3,"[' remove', ' changed', ' walk', ' cancel']",2,1,"['bag', 'number', 'destination', 'trip']",1,1,"['items', 'a', 'walk', 'cancel']"
2576,2576,o,The toddler enters the baseball stadium in a pram. She,swims a mile.,runs a mile.,looks delighted at posters.,hits a home run.,3,4,2,"[' swim', ' a', ' posters', ' hits']",2,2,"['swims', 'mile', 'posters', 'run']",4,2,"['swims', 'a', 'posters', 'a']"
2577,2577,q,A woman is getting ready to drive to her friend's house across town. She,bakes some cookies to bring with her.,eats her lawn.,falls asleep.,buys six hundred gallons of gas for her car.,1,1,4,"[' b', ' lawn', ' falls', ' six']",4,2,"['bakes', 'lawn', 'asleep', 'car']",1,3,"['bakes', 'eats', 'falls', 'gallons']"
